activity_name,geography,reference_product_name,reference_product_unit,reference_product_amount,climate change: total (incl. biogenic CO2): global warming potential (GWP100) [IPCC 2021 (incl. biogenic CO2)],climate change: fossil: global warming potential (GWP100) [IPCC 2021],climate change: biogenic (incl. CO2): global warming potential (GWP100) [IPCC 2021 (incl. biogenic CO2)],climate change: direct land use change: global warming potential (GWP100) [IPCC 2021],climate change: aircraft emissions: global warming potential (GWP100) [IPCC 2021],climate change: global warming potential (GWP20) [IPCC 2013],climate change: global temperature change potential (GTP100) [IPCC 2013]
"electricity production, hydro, aluminium industry","IAI Area, Africa","electricity, high voltage, aluminium industry",kWh,1,0.0511593847002283,0.0065988448422028,0.0055556702237976,0.0390048696342278,1.4228291054460749e-11,0.0635156814356687,0.0462239805988206
"electricity production, hydro, aluminium industry","IAI Area, Asia, without China and GCC","electricity, high voltage, aluminium industry",kWh,1,0.0358839548915165,0.0059494535386317,0.005631203315056,0.0243032980378288,1.237881317927553e-11,0.0484289082505836,0.0309109919290343
"electricity production, hydro, aluminium industry","IAI Area, EU27 & EFTA","electricity, high voltage, aluminium industry",kWh,1,0.0272923759759226,0.0100086436968697,0.0025390358402889,0.0147446964387639,1.855175701209011e-11,0.0330808217434605,0.0246773472504564
"electricity production, hydro, aluminium industry","IAI Area, Russia & RER w/o EU27 & EFTA","electricity, high voltage, aluminium industry",kWh,1,0.0251847684336354,0.0126419446692771,0.0015574653815185,0.0109853583828397,3.1383922739752e-11,0.0306099308070753,0.0230260925372959
"electricity production, hydro, aluminium industry","IAI Area, South America","electricity, high voltage, aluminium industry",kWh,1,0.0718713555783695,0.0065988149585657,0.0367676710552852,0.0285048695645185,1.4228252294203629e-11,0.1500040563699262,0.0406947482370506
"electricity production, hydro, aluminium industry",UN-OCEANIA,"electricity, high voltage, aluminium industry",kWh,1,0.0364875337859365,0.0077810329333245,0.0035732253348132,0.0251332755177987,1.3011113280495369e-11,0.0448085166949404,0.0331926941493296
"electricity production, hydro, pumped storage",AR,"electricity, high voltage",kWh,1,0.7766781125584871,0.5933550023423841,0.042609733276767,0.1407133769393357,1.273243419914936e-09,0.9991942182607432,0.680025631174049
"electricity production, hydro, pumped storage",AT,"electricity, high voltage",kWh,1,0.3680919180241932,0.349749900016715,0.0179162143109872,0.0004258036964909,6.258891773054762e-10,0.4001611766862581,0.3314528372891955
"electricity production, hydro, pumped storage",AU,"electricity, high voltage",kWh,1,1.361016899377973,1.316541376902745,0.0052960282746913,0.0391794942005368,4.984810462775225e-10,1.456489812828409,1.318150009298332
"electricity production, hydro, pumped storage",BA,"electricity, high voltage",kWh,1,1.122960972025534,1.120377559967739,0.0025203812058902,6.303085190506445e-05,1.9745458195013918e-10,1.18234428525049,1.095376374450569
"electricity production, hydro, pumped storage",BE,"electricity, high voltage",kWh,1,0.309218176103763,0.2579193354586163,0.0116343931784443,0.0396644474667023,5.233757986439564e-10,0.3416904717902414,0.2879217416114807
"electricity production, hydro, pumped storage",BG,"electricity, high voltage",kWh,1,0.7315078249467771,0.7274953770017383,0.0038932828432157,0.000119165101823,5.21808172745019e-10,0.7945242835292113,0.7010119422808087
"electricity production, hydro, pumped storage",CA-AB,"electricity, high voltage",kWh,1,1.004380708658481,0.9819058143291354,0.0034889288762551,0.01898596545309,1.771023743087055e-09,1.146339231740595,0.9440559914358296
"electricity production, hydro, pumped storage",CA-BC,"electricity, high voltage",kWh,1,0.1425129151941061,0.1188320125750978,0.0048368981295796,0.0188440044894286,2.0759621686234478e-10,0.163696668143247,0.1318108321563337
"electricity production, hydro, pumped storage",CA-MB,"electricity, high voltage",kWh,1,0.1359110933701599,0.0536500372626152,0.010579121168602,0.0716819349389425,9.974252899399152e-11,0.1625371768892638,0.1249368820969284
"electricity production, hydro, pumped storage",CA-NB,"electricity, high voltage",kWh,1,0.5075971488611248,0.4688651304503633,0.0047916741561499,0.0339403442546116,5.362552745616013e-09,0.559753118424095,0.4856623683147576
"electricity production, hydro, pumped storage",CA-NS,"electricity, high voltage",kWh,1,1.166593016180157,1.140459028614708,0.0022071514580371,0.0239268361074128,1.653002466582938e-09,1.302663695751781,1.110906221953815
"electricity production, hydro, pumped storage",CA-NT,"electricity, high voltage",kWh,1,0.4489792756994944,0.405507578312394,0.0057659249657103,0.0377057724213899,5.878492324176314e-10,0.5217716304393998,0.4175362813756394
"electricity production, hydro, pumped storage",CA-ON,"electricity, high voltage",kWh,1,0.1737003975032683,0.1123892772140752,0.0082339684067887,0.0530771518824043,1.2600630323774e-09,0.2079756570441207,0.1586763680399234
"electricity production, hydro, pumped storage",CA-SK,"electricity, high voltage",kWh,1,1.066230808184863,1.033884765454925,0.004385485641498,0.0279605570884407,1.248031724845832e-09,1.181395842707814,1.017580089241504
"electricity production, hydro, pumped storage",CA-YK,"electricity, high voltage",kWh,1,0.2049247264773588,0.1830664366231874,0.0030218959202385,0.0188363939339328,3.1841251036280375e-10,0.241678787582807,0.1891003052172668
"electricity production, hydro, pumped storage",CH,"electricity, high voltage",kWh,1,0.0556520377220073,0.0319795322781178,0.0048372734560384,0.018835231987851,9.157110437818292e-11,0.0647479300004659,0.0496709054180477
"electricity production, hydro, pumped storage",CN-AH,"electricity, high voltage",kWh,1,1.12082587026628,1.08199536587415,-0.0008633314930049,0.0396938358851344,7.031489372130992e-10,1.274625871063037,1.064379088328503
"electricity production, hydro, pumped storage",CN-BJ,"electricity, high voltage",kWh,1,1.524412665161775,1.489276337819343,-0.0041906040883232,0.0393269314307554,7.600189185676283e-10,1.725796133000333,1.45233638387621
"electricity production, hydro, pumped storage",CN-FJ,"electricity, high voltage",kWh,1,1.12082587026628,1.08199536587415,-0.0008633314930049,0.0396938358851344,7.031489372130992e-10,1.274625871063037,1.064379088328503
"electricity production, hydro, pumped storage",CN-GD,"electricity, high voltage",kWh,1,0.8762853509806249,0.835997221345136,0.0006989145416258,0.0395892150938631,6.024002299664487e-10,1.000342986608773,0.830350594313936
"electricity production, hydro, pumped storage",CN-HA,"electricity, high voltage",kWh,1,0.8762853509806249,0.835997221345136,0.0006989145416258,0.0395892150938631,6.024002299664487e-10,1.000342986608773,0.830350594313936
"electricity production, hydro, pumped storage",CN-HB,"electricity, high voltage",kWh,1,1.524412665161775,1.489276337819343,-0.0041906040883232,0.0393269314307554,7.600189185676283e-10,1.725796133000333,1.45233638387621
"electricity production, hydro, pumped storage",CN-HE,"electricity, high voltage",kWh,1,1.258018359370413,1.220335925314249,-0.0023962833699071,0.0400787174260711,5.976632138442291e-10,1.423790797307194,1.198814668159577
"electricity production, hydro, pumped storage",CN-HN,"electricity, high voltage",kWh,1,1.258018359370413,1.220335925314249,-0.0023962833699071,0.0400787174260711,5.976632138442291e-10,1.423790797307194,1.198814668159577
"electricity production, hydro, pumped storage",CN-HU,"electricity, high voltage",kWh,1,1.258018359370413,1.220335925314249,-0.0023962833699071,0.0400787174260711,5.976632138442291e-10,1.423790797307194,1.198814668159577
"electricity production, hydro, pumped storage",CN-JL,"electricity, high voltage",kWh,1,1.774861528606196,1.741692395794682,-0.0062358893086776,0.0394050221201916,7.914948167231691e-10,2.00427965979073,1.69377158808581
"electricity production, hydro, pumped storage",CN-JS,"electricity, high voltage",kWh,1,1.12082587026628,1.08199536587415,-0.0008633314930049,0.0396938358851344,7.031489372130992e-10,1.274625871063037,1.064379088328503
"electricity production, hydro, pumped storage",CN-JX,"electricity, high voltage",kWh,1,1.12082587026628,1.08199536587415,-0.0008633314930049,0.0396938358851344,7.031489372130992e-10,1.274625871063037,1.064379088328503
"electricity production, hydro, pumped storage",CN-LN,"electricity, high voltage",kWh,1,1.774861528606196,1.741692395794682,-0.0062358893086776,0.0394050221201916,7.914948167231691e-10,2.00427965979073,1.69377158808581
"electricity production, hydro, pumped storage",CN-NM,"electricity, high voltage",kWh,1,1.524412665161775,1.489276337819343,-0.0041906040883232,0.0393269314307554,7.600189185676283e-10,1.725796133000333,1.45233638387621
"electricity production, hydro, pumped storage",CN-SC,"electricity, high voltage",kWh,1,1.258018359370413,1.220335925314249,-0.0023962833699071,0.0400787174260711,5.976632138442291e-10,1.423790797307194,1.198814668159577
"electricity production, hydro, pumped storage",CN-SD,"electricity, high voltage",kWh,1,1.524412665161775,1.489276337819343,-0.0041906040883232,0.0393269314307554,7.600189185676283e-10,1.725796133000333,1.45233638387621
"electricity production, hydro, pumped storage",CN-SX,"electricity, high voltage",kWh,1,1.524412665161775,1.489276337819343,-0.0041906040883232,0.0393269314307554,7.600189185676283e-10,1.725796133000333,1.45233638387621
"electricity production, hydro, pumped storage",CN-XZ,"electricity, high voltage",kWh,1,0.535722085720603,0.4941340535642409,0.0024590287933257,0.0391290033630363,3.205325183318139e-10,0.612023605057571,0.5077023995357922
"electricity production, hydro, pumped storage",CN-ZJ,"electricity, high voltage",kWh,1,1.12082587026628,1.08199536587415,-0.0008633314930049,0.0396938358851344,7.031489372130992e-10,1.274625871063037,1.064379088328503
"electricity production, hydro, pumped storage",CZ,"electricity, high voltage",kWh,1,0.994088258992802,0.9411077836183036,0.0124610078800483,0.0405194674944503,3.6737577435025777e-10,1.080262519290877,0.9489105017224452
"electricity production, hydro, pumped storage",DE,"electricity, high voltage",kWh,1,0.7927329590258502,0.6846421890294747,0.0679019707153644,0.0401887992810111,5.695621877085388e-10,0.8182356372680438,0.700078629487712
"electricity production, hydro, pumped storage",ES,"electricity, high voltage",kWh,1,0.3331115958580917,0.2821272756137749,0.0081235391880082,0.0428607810563085,6.867031540010212e-10,0.3930248574627923,0.3051280593419736
"electricity production, hydro, pumped storage",FR,"electricity, high voltage",kWh,1,0.1153103775645322,0.1117825440864263,0.0034257894842889,0.0001020439938169,2.5357975564649036e-10,0.1299692957683519,0.1051237445969871
"electricity production, hydro, pumped storage",GB,"electricity, high voltage",kWh,1,0.4774691067299062,0.4093183012211484,0.0286210282781341,0.0395297772306236,8.023589975533707e-10,0.5101927254417833,0.434050095155022
"electricity production, hydro, pumped storage",GR,"electricity, high voltage",kWh,1,0.8635848497480973,0.8140678995684935,0.0101467452091038,0.0393702049705001,1.42432753081106e-09,0.993179542337914,0.801886337325515
"electricity production, hydro, pumped storage",HR,"electricity, high voltage",kWh,1,0.6059770851716951,0.5875804158919374,0.0182325781809715,0.0001640910987861,6.307978215773176e-10,0.658020051457051,0.5609684193953727
"electricity production, hydro, pumped storage",IE,"electricity, high voltage",kWh,1,0.6430719012815292,0.5930871493923922,0.0103368852752768,0.0396478666138602,1.048522745641556e-09,0.7262493241742538,0.6015417453384365
"electricity production, hydro, pumped storage",IN-AP,"electricity, high voltage",kWh,1,1.654951886099529,1.598299518956737,0.0321772567817504,0.0244751103610424,4.395739636064872e-10,1.764696030217072,1.575013907948387
"electricity production, hydro, pumped storage",IN-BR,"electricity, high voltage",kWh,1,2.162161211257547,2.143428815384552,-0.0021704089943941,0.0209028048673898,4.6139261369602365e-10,2.357554510908561,2.096013290687442
"electricity production, hydro, pumped storage",IN-GJ,"electricity, high voltage",kWh,1,2.047901001622587,2.006103536314254,0.0212790927030819,0.0205183726052514,5.425081043595863e-10,2.210973041994318,1.96146091511303
"electricity production, hydro, pumped storage",IN-MH,"electricity, high voltage",kWh,1,2.047901001622587,2.006103536314254,0.0212790927030819,0.0205183726052514,5.425081043595863e-10,2.210973041994318,1.96146091511303
"electricity production, hydro, pumped storage",IN-TN,"electricity, high voltage",kWh,1,1.654951886099529,1.598299518956737,0.0321772567817504,0.0244751103610424,4.395739636064872e-10,1.764696030217072,1.575013907948387
"electricity production, hydro, pumped storage",IN-WB,"electricity, high voltage",kWh,1,2.162161211257547,2.143428815384552,-0.0021704089943941,0.0209028048673898,4.6139261369602365e-10,2.357554510908561,2.096013290687442
"electricity production, hydro, pumped storage",IT,"electricity, high voltage",kWh,1,0.5577310983750331,0.5292729521844772,0.0283855214890018,7.262470155387817e-05,1.18999024164735e-09,0.6338058138492085,0.4881272434351088
"electricity production, hydro, pumped storage",JP,"electricity, high voltage",kWh,1,0.9206502266498384,0.9210311956871386,-0.0004711670663451,9.019802904482226e-05,1.116044314100973e-09,1.02721063798447,0.876383224706149
"electricity production, hydro, pumped storage",KR,"electricity, high voltage",kWh,1,1.03853586018059,0.9926403461623912,0.0062449051707833,0.0396506088474155,1.165648204948964e-09,1.179390936128567,0.978143298893547
"electricity production, hydro, pumped storage",LT,"electricity, high voltage",kWh,1,0.6546277325731377,0.5963846269361104,0.0146843972282331,0.043558708408794,1.690830047256055e-09,0.7816427899002963,0.59014639439919
"electricity production, hydro, pumped storage",LU,"electricity, high voltage",kWh,1,0.6442973018910279,0.5536412570591205,0.0506282178910931,0.0400278269408142,5.553832892477584e-10,0.6719396039500329,0.5735493471257082
"electricity production, hydro, pumped storage",NO,"electricity, high voltage",kWh,1,0.0343240907311974,0.0324215909971891,0.0017038205164842,0.000198679217524,8.1863893412923e-11,0.0388830318278893,0.0312964395958502
"electricity production, hydro, pumped storage",PL,"electricity, high voltage",kWh,1,1.377533794891249,1.372089077762564,0.0051277742887626,0.0003169428399234,5.208105034212177e-10,1.597048075668972,1.276859213045463
"electricity production, hydro, pumped storage",PT,"electricity, high voltage",kWh,1,0.3608235902055411,0.3066399864050131,0.0072568650813115,0.0469267387192164,1.0232597293857e-09,0.4405566849698498,0.3262227008659693
"electricity production, hydro, pumped storage",RO,"electricity, high voltage",kWh,1,0.4909336472972226,0.4893165803558103,0.0015399283458468,7.713859556525567e-05,4.678645754041146e-10,0.5329063626843557,0.4717876259729193
"electricity production, hydro, pumped storage",RS,"electricity, high voltage",kWh,1,1.210328247847356,1.208076576364528,0.0021783277853042,7.334369752333219e-05,2.91493748571496e-10,1.289885000241529,1.174315063949763
"electricity production, hydro, pumped storage",RU,"electricity, high voltage",kWh,1,1.031072810197589,0.9836557365645984,0.0051819699736523,0.042235103659338,2.784561347121637e-09,1.235768448900331,0.9417158523296952
"electricity production, hydro, pumped storage",RoW,"electricity, high voltage",kWh,1,0.9735455838882334,0.9288861156675762,0.0212661635732209,0.0233933046474363,1.6104930048421201e-09,1.102492883710255,0.8995076925840577
