activity_name,geography,reference_product_name,kmeans_cluster,agglomerative_cluster,dbscan_cluster
electricity voltage transformation from medium to low voltage,CA-QC,"electricity, low voltage",0,1,0
electricity voltage transformation from medium to low voltage,CA-SK,"electricity, low voltage",0,1,0
electricity voltage transformation from medium to low voltage,CA-YK,"electricity, low voltage",0,1,0
electricity voltage transformation from medium to low voltage,CD,"electricity, low voltage",0,1,0
electricity voltage transformation from medium to low voltage,CG,"electricity, low voltage",0,1,0
electricity voltage transformation from medium to low voltage,CH,"electricity, low voltage",0,1,0
electricity voltage transformation from medium to low voltage,CI,"electricity, low voltage",0,1,0
electricity voltage transformation from medium to low voltage,CL,"electricity, low voltage",0,1,0
electricity voltage transformation from medium to low voltage,CM,"electricity, low voltage",0,1,0
electricity voltage transformation from medium to low voltage,CN-CCG,"electricity, low voltage",0,1,0
electricity voltage transformation from medium to low voltage,CN-CSG,"electricity, low voltage",0,1,0
electricity voltage transformation from medium to low voltage,CN-ECGC,"electricity, low voltage",0,1,0
electricity voltage transformation from medium to low voltage,CN-NCGC,"electricity, low voltage",0,1,0
electricity voltage transformation from medium to low voltage,CN-NECG,"electricity, low voltage",0,1,0
electricity voltage transformation from medium to low voltage,CN-NWG,"electricity, low voltage",0,1,0
electricity voltage transformation from medium to low voltage,CN-SWG,"electricity, low voltage",0,1,0
electricity voltage transformation from medium to low voltage,CO,"electricity, low voltage",0,1,0
electricity voltage transformation from medium to low voltage,CR,"electricity, low voltage",0,1,0
electricity voltage transformation from medium to low voltage,CU,"electricity, low voltage",0,1,0
electricity voltage transformation from medium to low voltage,CW,"electricity, low voltage",0,1,0
electricity voltage transformation from medium to low voltage,CY,"electricity, low voltage",0,1,0
electricity voltage transformation from medium to low voltage,CZ,"electricity, low voltage",0,1,0
electricity voltage transformation from medium to low voltage,DE,"electricity, low voltage",0,1,0
electricity voltage transformation from medium to low voltage,DK,"electricity, low voltage",0,1,0
electricity voltage transformation from medium to low voltage,DO,"electricity, low voltage",0,1,0
electricity voltage transformation from medium to low voltage,DZ,"electricity, low voltage",0,1,0
electricity voltage transformation from medium to low voltage,EC,"electricity, low voltage",0,1,0
electricity voltage transformation from medium to low voltage,EE,"electricity, low voltage",0,1,0
electricity voltage transformation from medium to low voltage,EG,"electricity, low voltage",0,1,0
electricity voltage transformation from medium to low voltage,ER,"electricity, low voltage",0,1,0
electricity voltage transformation from medium to low voltage,ES,"electricity, low voltage",0,1,0
electricity voltage transformation from medium to low voltage,ET,"electricity, low voltage",0,1,0
electricity voltage transformation from medium to low voltage,FI,"electricity, low voltage",0,1,0
electricity voltage transformation from medium to low voltage,FR,"electricity, low voltage",0,1,0
electricity voltage transformation from medium to low voltage,GA,"electricity, low voltage",0,1,0
electricity voltage transformation from medium to low voltage,GB,"electricity, low voltage",0,1,0
electricity voltage transformation from medium to low voltage,GE,"electricity, low voltage",0,1,0
electricity voltage transformation from medium to low voltage,GH,"electricity, low voltage",0,1,0
electricity voltage transformation from medium to low voltage,GI,"electricity, low voltage",0,1,0
electricity voltage transformation from medium to low voltage,GR,"electricity, low voltage",0,1,0
electricity voltage transformation from medium to low voltage,GT,"electricity, low voltage",0,1,0
electricity voltage transformation from medium to low voltage,HK,"electricity, low voltage",0,1,0
electricity voltage transformation from medium to low voltage,HN,"electricity, low voltage",0,1,0
electricity voltage transformation from medium to low voltage,HR,"electricity, low voltage",0,1,0
electricity voltage transformation from medium to low voltage,HT,"electricity, low voltage",0,1,0
electricity voltage transformation from medium to low voltage,HU,"electricity, low voltage",0,1,0
electricity voltage transformation from medium to low voltage,ID,"electricity, low voltage",0,1,0
electricity voltage transformation from medium to low voltage,IE,"electricity, low voltage",0,1,0
electricity voltage transformation from medium to low voltage,IL,"electricity, low voltage",0,1,0
electricity voltage transformation from medium to low voltage,IN-Eastern grid,"electricity, low voltage",0,1,0
electricity voltage transformation from medium to low voltage,IN-North-eastern grid,"electricity, low voltage",0,1,0
electricity voltage transformation from medium to low voltage,IN-Northern grid,"electricity, low voltage",0,1,0
electricity voltage transformation from medium to low voltage,IN-Southern grid,"electricity, low voltage",0,1,0
electricity voltage transformation from medium to low voltage,IN-Western grid,"electricity, low voltage",0,1,0
electricity voltage transformation from medium to low voltage,IQ,"electricity, low voltage",0,1,0
electricity voltage transformation from medium to low voltage,IR,"electricity, low voltage",0,1,0
electricity voltage transformation from medium to low voltage,IS,"electricity, low voltage",0,1,0
electricity voltage transformation from medium to low voltage,IT,"electricity, low voltage",0,1,0
electricity voltage transformation from medium to low voltage,JM,"electricity, low voltage",0,1,0
electricity voltage transformation from medium to low voltage,JO,"electricity, low voltage",0,1,0
electricity voltage transformation from medium to low voltage,JP,"electricity, low voltage",0,1,0
electricity voltage transformation from medium to low voltage,KE,"electricity, low voltage",0,1,0
electricity voltage transformation from medium to low voltage,KG,"electricity, low voltage",0,1,0
electricity voltage transformation from medium to low voltage,KH,"electricity, low voltage",0,1,0
electricity voltage transformation from medium to low voltage,KP,"electricity, low voltage",0,1,0
electricity voltage transformation from medium to low voltage,KR,"electricity, low voltage",0,1,0
electricity voltage transformation from medium to low voltage,KW,"electricity, low voltage",0,1,0
electricity voltage transformation from medium to low voltage,KZ,"electricity, low voltage",0,1,0
electricity voltage transformation from medium to low voltage,LB,"electricity, low voltage",0,1,0
electricity voltage transformation from medium to low voltage,LK,"electricity, low voltage",0,1,0
electricity voltage transformation from medium to low voltage,LT,"electricity, low voltage",0,1,0
electricity voltage transformation from medium to low voltage,LU,"electricity, low voltage",0,1,0
electricity voltage transformation from medium to low voltage,LV,"electricity, low voltage",0,1,0
electricity voltage transformation from medium to low voltage,LY,"electricity, low voltage",0,1,0
electricity voltage transformation from medium to low voltage,MA,"electricity, low voltage",0,1,0
electricity voltage transformation from medium to low voltage,MD,"electricity, low voltage",0,1,0
electricity voltage transformation from medium to low voltage,ME,"electricity, low voltage",0,1,0
electricity voltage transformation from medium to low voltage,MK,"electricity, low voltage",0,1,0
electricity voltage transformation from medium to low voltage,MM,"electricity, low voltage",0,1,0
electricity voltage transformation from medium to low voltage,MN,"electricity, low voltage",0,1,0
electricity voltage transformation from medium to low voltage,MT,"electricity, low voltage",0,1,0
electricity voltage transformation from medium to low voltage,MU,"electricity, low voltage",0,1,0
electricity voltage transformation from medium to low voltage,MX,"electricity, low voltage",0,1,0
electricity voltage transformation from medium to low voltage,MY,"electricity, low voltage",0,1,0
electricity voltage transformation from medium to low voltage,MZ,"electricity, low voltage",0,1,0
electricity voltage transformation from medium to low voltage,,"electricity, low voltage",0,1,0
electricity voltage transformation from medium to low voltage,NE,"electricity, low voltage",0,1,0
electricity voltage transformation from medium to low voltage,NG,"electricity, low voltage",0,1,0
electricity voltage transformation from medium to low voltage,NI,"electricity, low voltage",0,1,0
electricity voltage transformation from medium to low voltage,NL,"electricity, low voltage",0,1,0
